worker_id,ring_name,birthday,birthplace,height_cm,weight_kg,promotion,rating,votes,profile_url
9087,Aaron Solo,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=9087&gimmick=Aaron+Solo
17405,Ace Austin,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=17405&gimmick=Ace+Austin
25588,Action Andretti,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=25588&gimmick=Action+Andretti
7142,Adam Cole,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=7142&gimmick=Adam+Cole
932,Adam Copeland,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=932&gimmick=Adam+Copeland
11161,Adam Page,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=11161&gimmick=Adam+Page
8145,Alex Abrahantes,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=8145&gimmick=Alex+Abrahantes
26340,Alex Marvez,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=26340&gimmick=Alex+Marvez
6215,Alex Reynolds,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=6215&gimmick=Alex+Reynolds
12199,Alex Windsor,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=12199&gimmick=Alex+Windsor
11033,Alexander Bird,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=11033&gimmick=Alexander+Bird
20361,Alicia Atout,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=20361&gimmick=Alicia+Atout
5994,Amanda Huber,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=5994&gimmick=Amanda+Huber
4115,Andrew Thomas,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=4115&gimmick=Andrew+Thomas
8047,Angelico,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=8047&gimmick=Angelico
2245,Angelo Parker,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=2245&gimmick=Angelo+Parker
22619,Anna Jay,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=22619&gimmick=Anna+Jay
14810,Anthony Bowens,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=14810&gimmick=Anthony+Bowens
8745,Anthony Henry,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=8745&gimmick=Anthony+Henry
23823,Anthony Ogogo,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=23823&gimmick=Anthony+Ogogo
9160,AR Fox,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=9160&gimmick=AR+Fox
17165,Ariel Levy,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=17165&gimmick=Ariel+Levy
4836,Ariya Daivari,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=4836&gimmick=Ariya+Daivari
29191,Arkady Aura,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=29191&gimmick=Arkady+Aura
7588,Athena,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=7588&gimmick=Athena+
21156,Aubrey Edwards,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=21156&gimmick=Aubrey+Edwards
20024,Austin Gunn,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=20024&gimmick=Austin+Gunn
16339,Bandido,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=16339&gimmick=Bandido++
7309,Beast Mortos,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=7309&gimmick=Beast+Mortos
11618,Big Bill,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=11618&gimmick=Big+Bill
30329,Big Boom AJ,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=30329&gimmick=Big+Boom+AJ
21403,Billie Starkz,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=21403&gimmick=Billie+Starkz
1081,Billy Gunn,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=1081&gimmick=Billy+Gunn
23470,Bishop Kaun,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=23470&gimmick=Bishop+Kaun
4307,Blade,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=4307&gimmick=Blade+++++
21633,Blake Christian,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=21633&gimmick=Blake+Christian
10071,Bobby Cruise,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=10071&gimmick=Bobby+Cruise
1194,Bobby Lashley,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=1194&gimmick=Bobby+Lashley
4767,Brandon Cutler,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=4767&gimmick=Brandon+Cutler
28573,Brandon Martinez,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=28573&gimmick=Brandon+Martinez
4823,Brian Cage,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=4823&gimmick=Brian+Cage
31920,Brodie Lee Jr.,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=31920&gimmick=Brodie+Lee+Jr.
18672,Brody King,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=18672&gimmick=Brody+King
86,Bryan Danielson,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=86&gimmick=Bryan+Danielson
16433,Bryan Keith,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=16433&gimmick=Bryan+Keith
3890,Bryce Remsburg,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=3890&gimmick=Bryce+Remsburg
13088,Buddy Matthews,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=13088&gimmick=Buddy+Matthews
21060,Butcher,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=21060&gimmick=Butcher+++++
838,Caprice Coleman,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=838&gimmick=Caprice+Coleman
23922,Carlie Bravo,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=23922&gimmick=Carlie+Bravo
1456,Carlos Cabrera,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=1456&gimmick=Carlos+Cabrera
7159,Cash Wheeler,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=7159&gimmick=Cash+Wheeler
870,Chris Hero,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=870&gimmick=Chris+Hero
758,Chris Jericho,,,,,All Elite Wrestling,,,https://www.cagematch.net/?id=2&nr=758&gimmick=Chris+Jericho
